Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
6,1,You are almost there with you answer I think you need maybe one more step,"Oh, I see. So if I divide 28 by 2, I get 14, which is the number of fish in each aquarium.",False,--,--,1.0000,"1) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
3) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
4) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
5) Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",
6,2,14 is the total for both aquarium so how many would be in each if they are the sme,"Since both aquariums have the same number of fish, then the number of fish in each aquarium must be half of 14, which is 7. So there are 7 fish in each aquarium.",true,0.6172,"0.6016, 0.7344, 0.7070, 0.3711, 0.6680",1.0000,"1) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
3) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
4) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
5) Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",
6,3,Yes do you understand where you made the slight error,"Yes, I understand now. I was not thinking about the fact that the difference between the two aquariums was twice the amount of fish in both aquariums, so I was not dividing the difference by 2 to get the number of fish in each aquarium.",true,0.5391,"0.5391, 0.5078, 0.5273, 0.4316, 0.6758",1.0000,"1) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
3) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
4) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
5) Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",
,,,,,,,,,
7,1,"You are correct in the amount the rides cost but appear to have missed one amount off , can you see what this is ?","Oh, I forgot to subtract the $5 for the mini-golf. So, it will cost $20 per person. Therefore, Morgan can invite $85/$20 = 4.25 friends. She can only invite 4 friends since she cannot invite a fraction of a person.
4",False,--,--,0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,2,No your ride totals are correct at £25 but you missed an amount off for something else,"Oh, I forgot to subtract the $5 for the arcade tokens. So, it will cost $20 per person for mini-golf and go-karts. Therefore, Morgan can invite $85/$20 = 4.25 friends. She can only invite 4 friends since she cannot invite a fraction of a person.4",False,0.2266,"0.1167, 0.3359",0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,3,Not subtract you need to add then proceed to the next step,"Oh, I need to add the $5 for the arcade tokens. So, it will cost $25 per person for mini-golf and go-karts. Therefore, Morgan can invite $85/$25 = 3.4 friends. She can only invite 3 friends since she cannot invite a fraction of a person.3",true,0.3477,"0.2461, 0.4473",0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,4,"So 30 total , and we have a budget of 90 how do we get the numbe4 of people","We can divide 90 by 25 which is the cost per person for mini-golf and go-karts. This gives us 3.6 friends. Since we can't invite a fraction of a person, we can only invite 3 friends.3",False,0.1279,"0.1216, 0.1348",0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,5,Divide by 30 which is your total,"We can divide 90 by 30 which is the total cost for mini-golf and go-karts. This gives us 3 friends. Since we can't invite a fraction of a person, we can only invite 3 friends.3",true,0.2490,"0.2129, 0.2852",0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,6,So 90 divide by 30 is how many people?,"We can divide 90 by 30 which is the total cost for mini-golf and go-karts. This gives us 3 friends. Since we can't invite a fraction of a person, we can only invite 3 friends.3",true,0.2031,"0.1865, 0.2188",0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,7,"No 90 by 30 is 3 people , minus Morgan leaves how many people","We can divide 90 by 30 which is the total cost for mini-golf and go-karts. This gives us 3 friends. Since we can't invite a fraction of a person, we can only invite 2 friends for Morgan.2",true,0.2832,"0.1533, 0.4141",0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
7,8,"90 divide by 30 means 3 people , given Morgan uses one place she can take 2 friends. Do you understand","Yes, I understand. Morgan has a budget of $90 and the total cost for mini-golf and go-karts is $30 per person. So, she can divide 90 by 30 to get 3 friends. Since she can't invite a fraction of a person, she can only invite 2 friends.2",na,--,--,0.3333,"1) Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding. (This standard is limited to problems posed with whole numbers and having whole number answers; students should know how to perform operations in the conventional order when there are no parentheses to specify a particular order (Order of Operations).)
2) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
8,1,X cannot be 100 if 2x is 150 would you like to try again,"Yes, I would like to try again. Let x be the total number of cards Kenny started with. He kept 1/3 of them, so he sold 2/3 of them, which is 2/3x. He sold them for $1.5 each, so he earned 1.5(2/3x) = 3x/2 dollars. He wants to end up with $50 spending cash, so he needs to earn $100 + $50 = $150 in total. Therefore, 3x/2 = $150. Solving for x, we get x = 200. Kenny started with 200 cards.",False,--,--,0.5000,"1) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
3) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
4) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
5) Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.
6) Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.
7) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
8,2,If I tell you the answer is 150 cards can you work to this figure,"Yes, I can. Let x be the total number of cards Kenny started with. He kept 1/3 of them, so he sold 2/3 of them, which is 2/3x. He sold them for $1.5 each, so he earned 1.5(2/3x) = 3x/2 dollars. He wants to end up with $50 spending cash, so he needs to earn $100 + $50 = $150 in total. Therefore, 3x/2 = $150. Solving for x, we get x = 150. Kenny started with 150 cards.",False,0.5508,"0.4980, 0.6367, 0.4824, 0.4355, 0.6875, 0.5547, 0.5508",0.5000,"1) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
3) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
4) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
5) Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.
6) Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.
7) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
8,3,Can you explain in more detail,"Sure. Kenny started with x number of cards. He kept 1/3 of them, which is x/3, and sold the other 2/3 of them, which is 2x/3. He sold them for $1.5 each, so he earned 1.5(2/3x) = 3x/2 dollars. He wanted to end up with $50 spending cash, so he needed to earn a total of $150. We set up the equation 3x/2 = $150 and solved for x, which is equal to 150. Therefore, Kenny started with 150 cards.",False,0.3613,"0.4531, 0.2559, 0.3945, 0.1924, 0.3848, 0.4375, 0.4062",0.5000,"1) Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
3) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
4) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.
5) Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.
6) Explain each step in solving a simple equation as following from the equality of numbers asserted at the previous step, starting from the assumption that the original equation has a solution. Construct a viable argument to justify a solution method.
7) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
8,4,Yes Kenny started with 150,"Yes, Kenny started with 150 cards.",na,--,--,0.5000,None,
,,,,,,,,,
