Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
393,3,lets consider this example. you took 15 minutes to complete 20% of a task. how much more time would you need to complete the task?,"To complete the task, I would need 5 more minutes, since 20% of the task was completed in 15 minutes, so 100% of the task would take 15 x 5 = 75 minutes.",true,0.6641,"0.6523, 0.7070, 0.6523, 0.6523, 0.6523",0.5000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
3) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
4) Recognize and represent proportional relationships between quantities.
5) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
393,4,so you mean that you would need 75 minutes to complete 100% of the task?,"Yes, that is correct. I would need 75 minutes to complete 100% of the task.",true,0.2266,"0.2227, 0.2451, 0.2227, 0.2227, 0.2227",0.5000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
3) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
4) Recognize and represent proportional relationships between quantities.
5) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
393,5,and since you have completed 20% in the first 15 minutes therefore it would take you 75-15=60 minutes more to complete the task?,"Yes, that is correct. It would take me 60 minutes more to complete the task.",true,0.2197,"0.2451, 0.2021, 0.2021, 0.2227, 0.2451, 0.2021",0.5000,"1) Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.
2) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
3) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
4) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
5) Recognize and represent proportional relationships between quantities.
6) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
393,6,can you use the same method to figure out how much more time will be required for the cell phone to be charged to 100 %?,"Yes, I can use the same method. Since the cell phone was initially empty and was charged for 45 minutes, it reached a 25% charge. To reach 100% charge, the cell phone needs to be charged for an additional 75%. Every 15 minutes of charging adds 25%, so 15 minutes of charging will add 25%. Therefore, the cell phone needs to be charged for an additional 15 minutes to reach 100% charge.",False,0.1621,"0.1641, 0.1484, 0.1641, 0.1484, 0.1826",0.5000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
3) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
4) Recognize and represent proportional relationships between quantities.
5) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
393,7,"recall the example that we solved. if it takes 45 minutes to reach 25% of charge, how much time would it take to reach 100 % charge?","Since it took 45 minutes to reach 25% of charge, it would take 180 minutes (45 x 4) to reach 100% charge.",true,0.1826,"0.2021, 0.1641, 0.1826, 0.1826, 0.1826",0.5000,"1) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
2) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
3) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
4) Recognize and represent proportional relationships between quantities.
5) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
393,8,very well. now How much longer must the cell phone be charged to reach 100% charge?,The cell phone needs to be charged for an additional 15 minutes to reach 100% charge.,False,0.2266,"0.2227, 0.2451, 0.2021, 0.2227, 0.2227, 0.2451",0.5000,"1) Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.
2) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
3) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
4) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
5) Recognize and represent proportional relationships between quantities.
6) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
393,9,no. it would take 180-25=135 minutes more to reach 100 % charge.,"Oh, I see. Yes, it would take 135 minutes more to reach 100% charge.",na,--,--,0.5000,"1) Tell and write time to the nearest minute and measure time intervals in minutes. Solve word problems involving addition and subtraction of time intervals in minutes, e.g., by representing the problem on a number line diagram.
2) Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, “The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak.” “For every vote candidate A received, candidate C received nearly three votes.”
3) Understand the concept of a unit rate a/b associated with a ratio a:b with b ≠0, and use rate language in the context of a ratio relationship. For example, “This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar.” “We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.” (Expectations for unit rates in this grade are limited to non-complex fractions.)
4) Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations.
5) Recognize and represent proportional relationships between quantities.
6) Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",
,,,,,,,,,
198,1,"Hi, do you want to tell me your solution?","Yes, my solution is that Kendra's total earnings in the two years is $22000 + $28000 = $50000.",na,--,--,0.6667,None,
198,2,and how do you work that out?,"In 2014, Kendra made 8000 less than Laurel, which is $30000 - $8000 = $22000. In 2015, Kendra made 20% more than Laurel made in 2014, which is 20/100 * $30000 = $6000 more. Kendra's earnings in 2015 is $22000 + $6000 = $28000. So Kendra's total earnings in the two years is $22000 + $28000 = $50000.",na,--,--,0.6667,None,
198,3,"OK, you are mostly right but you are using the wrong number in calculating Kendra's 2015 earnings. You are right that she made 22000 in 2014. But what does the question say she made in 2015? Just give me this information please","In 2015, Kendra made 20% more than Laurel made in 2014, which is 20/100 * $30000 = $6000 more. So Kendra's earnings in 2015 is $22000 + $6000 = $28000.",False,--,--,0.6667,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
198,4,I said just tell me what the question said,"The question said that in 2015, Kendra made 20% more than Laurel made in 2014, which is 20/100 * $30000 = $6000 more.",true,0.2031,"0.2227, 0.1826",0.6667,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
198,5,OK that's correct. So how much did Laurel make in 2014?,Laurel earned $30000 in 2014.,true,0.8867,"0.8945, 0.8789",0.6667,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
198,6,and how much extra did Kendra make?,Kendra made $6000 more than Laurel in 2015.,true,0.5938,"0.6523, 0.5312",0.6667,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
198,7,so what did Kendra make in 2015?,Kendra made $28000 in 2015.,False,0.3203,"0.3203, 0.3203",0.6667,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
198,8,no that's wrong. Use the figures you have just calculated. laurel made 30000 in 2014. Kendra made 6000 more than this in 2015.,Kendra made $36000 in 2015.,true,0.3945,"0.4375, 0.3496",0.6667,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
198,9,yes that's right. So how much in the two years?,Kendra's total earnings in the two years is $22000 + $36000 = $58000.,true,0.7188,"0.7539, 0.6797",0.6667,"1) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.
2) Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",
,,,,,,,,,
1890,1,"Morning Lakisha,","Hi, teacher.",na,--,--,0.6000,None,
1890,2,Can you talk me through your solution,"Sure. I started by figuring out how many kids were going to soccer camp in the morning. Since 1/4 of the soccer camp kids were going in the morning, I divided 750 by 2 to get 375. Then I multiplied that by 2 to get the total number of kids going to soccer camp, which was 750. Finally, I added the number of kids going to soccer camp to the number of kids not going to soccer camp to get the total number of kids in camp, which was 1500.",na,--,--,0.6000,None,
1890,3,OK. Lets start with that first step. Its a good idea to start by calculating how many kids in total did soccer camp. But can you explain to me why you divided the 750 by 2?,"Sure. Since 1/4 of the soccer camp kids were going in the morning, I knew that I had to divide the total number of kids going to soccer camp by 4 to get the number of kids going in the morning. Since there are 4 equal parts in 1/4, I divided the total number of kids going to soccer camp by 2 to get the number of kids going in the morning.",False,--,--,0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1890,4,"OK the first part of your reasoning is good, but then the calculations have gone a bit wonky. If a quarter went in the morning then 3/4 went in the afternoon - so what should you have divided the 750 by to work out how many went in the morning?","Oh, I see. I should have divided the 750 by 4 instead of 2, since 1/4 of the kids were going in the morning and 3/4 of the kids were going in the afternoon. That would have given me the correct answer of 375 kids going to soccer camp in the morning.",False,0.4375,"0.4688, 0.4375, 0.4082",0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1890,5,"No. Try again, the 750 is the 3/4 that are going in the afternoon","Oh, I see. I should have multiplied the 750 by 4 instead of dividing it, since 3/4 of the kids were going in the afternoon and 1/4 of the kids were going in the morning. That would have given me the correct answer of 3000 kids going to soccer camp in the afternoon.",False,0.2461,"0.2451, 0.2695, 0.2227",0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1890,6,"Lets sketch out a diagram together. If 750 is the 3/4 that are there in the afternoon, then to work out how many are there in the morning we need to divide this by 3 to tell us how many there are in 1/4","Oh, I see. I should have divided the 750 by 3 instead of 4, since 3/4 of the kids were going in the afternoon and 1/4 of the kids were going in the morning. That would have given me the correct answer of 250 kids going to soccer camp in the morning.",true,0.4590,"0.5000, 0.4375, 0.4375",0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1890,7,good. now we can work out how many were at soccer camp in total,"Sure. The total number of kids going to soccer camp is the number of kids going in the morning plus the number of kids going in the afternoon, which is 250 + 750 = 1000. And the total number of kids in camp is simply the number of kids going to soccer camp plus the number of kids not going to soccer camp, which is 1000 + 500 = 1500.",False,0.5938,"0.5938, 0.5938, 0.5938",0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1890,8,"the first part is right, but can you explain where you got the 500 from?","Sure. Since there were 750 kids going to soccer camp in the afternoon and 250 kids going to soccer camp in the morning, that means there were a total of 1000 kids going to soccer camp. The remaining 500 kids must be the kids not going to soccer camp, so the total number of kids in camp is 1000 + 500 = 1500.",False,0.2812,"0.2949, 0.2695, 0.2949, 0.2695",0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Understand a fraction as a number on the number line; represent fractions on a number line diagram.
3) Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each. For example, describe a context in which a number of shares or a number of groups can be expressed as 56 ÷ 8.
4) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
1890,9,im still not clear where the 500 has come from. we know that the number at soccer camp is half the total number of kids. can you use this information to work out the total?,"Sure. Since half of the kids are going to soccer camp, then the total number of kids must be double the number of kids going to soccer camp, which is 1000 x 2 = 2000. Then, since there are 1000 kids going to soccer camp, the remaining 1000 must be the kids not going to soccer camp, so the total number of kids in camp is 2000 - 1000 = 1500.",na,--,--,0.6000,"1) Understand a fraction 1/b as the quantity formed by 1 part when a whole is partitioned into b equal parts; understand a fraction a/b as the quantity formed by a parts of size 1/b.
2) Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.
3) Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",
,,,,,,,,,
2157,1,Hi  could you please walk me through your solution?,"Sure. Sandi had $600 and she spent half of it at the farmer's market, so that's $300. Then Gillian spent $150 more than three times Sandi's total, which is 3 x $300 = $900. So Gillian spent $900 + $150 = $1050. So the total that Gillian spent at the farmer's market is $1050 - $300 = $750.",na,--,--,0.5000,None,
2157,2,How much did Gillian spent in the market?,Gillian spent $750 in the market.,False,--,--,0.5000,"1) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
2157,3,"Gillian spent 750 more than Sandi. The question asks how much did he spend, not how much more.","Oh, I see. Gillian spent $750 at the farmer's market.",False,0.3770,"0.3770, 0.3770",0.5000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
2157,4,My brother earns 500 dollars and month and I earn 200 more than twice he earns. how much do i earn,You earn 500 + 200 x 2 = 900 dollars per month.,False,0.8047,"0.8164, 0.7969",0.5000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
2157,5,I earn 500*2 + 200 = 1200 do you get it?,"Yes, I understand. You earn 500 x 2 + 200 = 1200 dollars per month.",true,0.3594,"0.3770, 0.3770, 0.3203",0.5000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.
3) Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",
2157,6,Can we now get back to the given problem? If Sandi spends 300 and gillian spends 150 more than thrice of sandi how much gillian spends?,Gillian spends 300 x 3 + 150 = 1050 dollars.,true,0.6367,"0.6523, 0.6211",0.5000,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
,,,,,,,,,
768,1,Hi can you walk me through your solution?,"Sure. I started by finding out Felix's weight. I knew that his brother could lift three times his weight, and he could lift 600 pounds, so I divided 600 by 3 to get Felix's weight, which was 200 pounds. Then I used the information that Felix can lift 1.5 times more than he weighs to find out how much he can lift off the ground. I multiplied 1.5 times Felix's weight, which was 200, to get 300 pounds. So, Felix can lift 300 pounds off the ground.",na,--,--,0.6250,None,
768,2,How much more does Felix's brother weigh than Felix?,"Felix's brother weighs twice as much as Felix, so Felix's brother weighs 400 pounds.",False,--,--,0.6250,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
768,3,How did you get 400 pounds?,"I used the fact that Felix's brother weighs twice as much as Felix. So, if Felix weighs 200 pounds, then his brother weighs 200 x 2 = 400 pounds.",False,0.3203,"0.3203, 0.3203",0.6250,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
768,4,"Look back at the question, you have worked out the brothers weight, do we double or halve to find out felix'x weight","We halved to find out Felix's weight. Since Felix's brother weighs twice as much as Felix, we divided 600 by 3 to get Felix's weight, which was 200 pounds.",False,0.4375,"0.4375, 0.4375",0.6250,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
768,5,Did you halve or double?,"We halved to find out Felix's weight. Since Felix's brother weighs twice as much as Felix, we divided 600 by 3 to get Felix's weight, which was 200 pounds.",False,0.4082,"0.4082, 0.4082",0.6250,"1) Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.
2) Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",
